	msms_score	matched_peaks	feature_id	reference_id	short_inchikey
150	0.774490633975312	6	51	352997	BML01821 3-Hydroxy-3',4',5'-trimethoxyflavone
151	0.9198430498786266	11	349	10659	Pheophytin a
152	0.74318848861648	44	271	96411	brassicasterol
153	0.7022886856318978	7	240	39991	"""(3R,5S,7R,9S,10S,12S,13R,14S,17R)-10,13-dimethyl-17-((R)-6-methylheptan-2-yl)hexadecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol"""
154	0.9550995469474033	6	54	5498	Dendrodolide N
155	0.9660131420715113	13	54	30865	Olivetonide
156	0.9654606821398419	6	54	31381	Olivetonide
157	0.7718327438455297	10	104	13791	TerbinafineHCl
158	0.857615751125491	47	104	36922	trans-EKODE-(E)-Ib
159	0.8850339154553054	6	104	384494	FA 18:3+1O
160	0.8983189494794167	17	334	4782	Contaminants septum vial Thermo C4000-53 and C4000-54 serie
161	0.878211856940768	12	88	109241	(1R)-(-)-Nopol CollisionEnergy:102040
162	0.7218524887115022	12	88	120567	(1R)-(-)-Nopol CollisionEnergy:205060
163	0.9259492641855803	6	106	376982	(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol
164	0.9562450284524568	32	146	24935	8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]
165	0.7622392212977629	24	146	35435	Pinolenic acid
166	0.9163944353816632	30	146	35621	Pinolenic acid
167	0.9039209091112661	32	146	35929	Pinolenic acid
168	0.9280291011537797	13	186	32372	Palmitoyl ethanolamide
169	0.9182449066595463	11	186	36194	Palmitoyl ethanolamide
170	0.6703975740278781	24	161	34501	12(13)-Epoxy-9Z-octadecenoic acid
171	0.701389196435262	25	161	35219	9(10)-EpOME
172	0.9267934565460969	8	207	20718	2,3-dihydroxypropyl hexadecanoate
173	0.6511938652892454	10	57	93798	synapic_acid
174	0.9754075610409266	14	57	108006	SINAPIC ACID CollisionEnergy:102040
175	0.8343897503357751	14	57	119330	SINAPIC ACID CollisionEnergy:205060
176	0.6638492021301305	32	121	33043	12(S)-Hydroxy-16-heptadecynoic acid
177	0.7143724444101907	28	121	35482	12(S)-Hydroxy-16-heptadecynoic acid
178	0.880162438966194	24	99	16276	19-Nortestosterone
179	0.9083086855069071	27	99	23653	8-{(1S,5R)-4-Oxo-5-[(2Z)-2-penten-1-yl]-2-cyclopenten-1-yl}octanoic acid
180	0.6992854201254223	27	99	23712	2H-Pyran-2-one, tetrahydro-4-hydroxy-6-[2-(1,2,4a,5,6,7,8,8a-octahydro-2-methyl-1-naphthalenyl)ethyl]-
181	0.8801038020887122	23	99	33091	Nandrolone
182	0.7151775620074671	21	99	34142	9-OxoOTrE
183	0.9051094974460714	21	99	35966	Nandrolone
184	0.7919044404499089	24	99	353821	Nandrolone
185	0.791904436665566	24	99	409114	Nandrolone
186	0.9718306133851023	17	223	109175	AC1L1X1Z CollisionEnergy:102040
187	0.7764941645287113	16	223	120503	AC1L1X1Z CollisionEnergy:205060
188	0.9371058878317354	19	145	33305	12(13)-Epoxy-9Z-octadecenoic acid
189	0.9378885276031972	19	145	33922	9(10)-EpOME
190	0.9351181059941406	19	145	35197	Pinolenic acid
191	0.7076884379796119	32	105	33140	trans-EKODE-(E)-Ib
192	0.6959751063489741	40	105	33719	trans-EKODE-(E)-Ib
193	0.6928114745373172	38	105	36161	trans-EKODE-(E)-Ib
194	0.8212173809418238	19	138	7028	1-methyl-4-(6-methylhept-5-en-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene
195	0.7013855740647558	18	138	23449	2(1H)-Naphthalenone, 4a,5,6,7,8,8a-hexahydro-6-hydroxy-3,8-dimethyl-5-(1-methylethyl)-, (4aR,5S,6S,8R,8aS)-
196	0.7598995064870722	20	138	33554	Curcumol
197	0.8114930916048558	8	138	34379	2,6-Di-tert-butyl-4-hydroxymethylphenol
198	0.8656014375553328	18	138	34628	Curcumol
199	0.9522700685777239	17	138	37011	2,6-Di-tert-butyl-4-hydroxymethylphenol
200	0.954167348189002	14	138	37032	2,6-Di-tert-butyl-4-hydroxymethylphenol
201	0.9644283470359574	20	138	102037	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:102040"""
202	0.888852401433445	20	138	108439	Zerumbone CollisionEnergy:102040
203	0.7997540928841906	20	138	113371	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:205060"""
204	0.6682193400198507	20	138	119764	Zerumbone CollisionEnergy:205060
205	0.8391482775098448	15	138	187507	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
206	0.8691733758764106	14	138	187515	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
207	0.8446801708269567	16	138	187523	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
208	0.8679542871093773	16	138	187531	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
209	0.8818570852974399	16	138	187539	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
210	0.8660995046578598	10	138	187547	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
211	0.8730736140095933	16	138	187555	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
212	0.8870196528135511	15	138	187563	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
213	0.875483627343864	14	138	187571	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
214	0.8618204828724454	16	138	187579	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
215	0.8729667686260326	14	138	187587	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
216	0.9434734452158557	14	138	187595	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
217	0.8442254996389534	10	138	187603	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
218	0.8632896318302045	15	138	187611	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
219	0.8728766175991941	15	138	187619	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
220	0.8064045834005397	13	138	187627	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
221	0.8881181735528371	11	138	187635	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
222	0.8727121541820232	18	138	187643	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
223	0.9191858143029522	12	138	187651	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
224	0.7961715698684573	13	138	187659	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
225	0.8350021360216905	11	138	187667	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
226	0.9149079857221069	13	138	187675	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
227	0.864748590447006	10	138	187683	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone
228	0.9130226193037508	8	138	366050	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol
229	0.7753559231711685	15	138	366097	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol
230	0.9089823162987511	8	138	366649	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol
231	0.9576585792075499	20	138	401464	(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one
232	0.9952205448862839	20	138	404948	(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one
233	0.9969881190030786	9	138	405356	alpha-Cyperone
234	0.9898128007654761	19	138	405619	alpha-Cyperone
235	0.9956942269868027	7	138	406757	alpha-Cyperone
236	0.9561652521303629	18	138	407029	alpha-Cyperone
237	0.6572869977707959	20	138	407092	alpha-Cyperone
238	0.6572869977707959	20	138	407228	alpha-Cyperone
239	0.9956732588770875	16	138	407534	alpha-Cyperone
240	0.8871293840093183	19	138	408072	alpha-Cyperone
241	0.9537862838514917	19	138	408431	alpha-Cyperone
242	0.8215811868579316	20	138	488627	(+)-Nootkatone - 40.0 eV
243	0.820429636097461	20	138	488628	(+)-Nootkatone - 40.0 eV
244	0.8076996814654457	20	138	488629	(+)-Nootkatone - 40.0 eV
245	0.8060673491329892	20	138	488630	(+)-Nootkatone - 40.0 eV
246	0.8090213890390905	20	138	488631	(+)-Nootkatone - 40.0 eV
247	0.8943079151711616	8	29	8543	4-HYDROXYBENZALDEHYDE - 20.0 eV
248	0.8911989667772015	8	29	8544	4-HYDROXYBENZALDEHYDE - 30.0 eV
249	0.9064301095440811	8	29	8545	4-HYDROXYBENZALDEHYDE - 40.0 eV
250	0.7672770085640833	8	29	8546	4-HYDROXYBENZALDEHYDE - 50.0 eV
251	0.6708247158047821	7	29	8547	4-HYDROXYBENZALDEHYDE - 60.0 eV
252	0.8943079151711616	8	29	8549	4-HYDROXYBENZALDEHYDE - 20.0 eV
253	0.8911989667772015	8	29	8550	4-HYDROXYBENZALDEHYDE - 30.0 eV
254	0.9064301095440811	8	29	8551	4-HYDROXYBENZALDEHYDE - 40.0 eV
255	0.7672770085640833	8	29	8552	4-HYDROXYBENZALDEHYDE - 50.0 eV
256	0.6708247158047821	7	29	8553	4-HYDROXYBENZALDEHYDE - 60.0 eV
257	0.7284761513452243	5	29	32244	Benzoic acid
258	0.8688317090804406	7	29	32902	Salicylaldehyde
259	0.7814727688771376	8	29	35732	4-Hydroxybenzaldehyde
260	0.7568813105228486	8	29	37523	Salicylaldehyde
261	0.8648961546474252	5	29	101838	4-hydroxybenzaldehyde CollisionEnergy:102040
262	0.7751318329947702	5	29	113175	4-hydroxybenzaldehyde CollisionEnergy:205060
263	0.8145166472776311	5	29	467137	4-HYDROXYBENZALDEHYDE
264	0.838232660879914	5	29	467166	4-HYDROXYBENZALDEHYDE
265	0.7644407036652576	5	29	469187	3-HYDROXYBENZYL ALCOHOL
266	0.8126723780812593	5	29	485280	4-Hydroxybenzaldehyde - 40.0 eV
267	0.851296226960291	5	29	485281	4-Hydroxybenzaldehyde - 40.0 eV
268	0.8179681888406333	5	29	485282	4-Hydroxybenzaldehyde - 40.0 eV
269	0.8346928522857668	5	29	485283	4-Hydroxybenzaldehyde - 40.0 eV
270	0.7446582441495232	5	29	485288	4-Hydroxybenzaldehyde - 40.0 eV
271	0.7262533608543428	5	29	485289	4-Hydroxybenzaldehyde - 40.0 eV
272	0.7346221735846862	10	270	122789	Arg-C17:0
273	0.7795653054337413	13	63	19879	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,6-dimethoxychromen-4-one
274	0.9947961228939377	17	63	34845	3',5'-Dimethoxy-3,5,7,4'-tetrahydroxyflavone
275	0.992976521285655	11	63	103134	"""3-(3,4-dimethoxyphenyl)-6-chloro-7-hydroxy-4-methylchromen-2-one CollisionEnergy:102040"""
276	0.7487694714908091	6	63	104548	Monorden CollisionEnergy:102040
277	0.9609229498665209	10	63	106476	Limocitrin CollisionEnergy:102040
278	0.9606612425059516	14	63	114470	"""3-(3,4-dimethoxyphenyl)-6-chloro-7-hydroxy-4-methylchromen-2-one CollisionEnergy:205060"""
279	0.8830510455437489	12	63	117809	Limocitrin CollisionEnergy:205060
280	0.891999939678791	8	63	117811	Limocitrin CollisionEnergy:205060
281	0.99198093390352	5	63	463377	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6,8-dimethoxychromen-4-one
282	0.8367179860451537	7	63	463379	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6,8-dimethoxychromen-4-one
283	0.7745449541206539	7	234	1076	Pheophorbide A
284	0.919996917275148	7	234	12252	4.Phaeophorbide a
285	0.8369592674143752	10	134	33312	.alpha.-Linolenoyl ethanolamide
286	0.8410428240179226	13	134	33416	.alpha.-Linolenoyl ethanolamide
287	0.8803185835564201	16	134	33851	.alpha.-Linolenoyl ethanolamide
288	0.8636161499283117	16	134	35708	.alpha.-Linolenoyl ethanolamide
289	0.8448859298655281	14	134	36153	.alpha.-Linolenoyl ethanolamide
290	0.8227988296550974	33	116	33140	trans-EKODE-(E)-Ib
291	0.814611430519702	40	116	33719	trans-EKODE-(E)-Ib
292	0.8144843509055091	37	116	36161	trans-EKODE-(E)-Ib
293	0.9382856266122768	7	75	16024	Propranolol HCl
294	0.980868311294108	11	75	354790	1-(1-naphthalenyloxy)-3-(propan-2-ylamino)-2-propanol
295	0.6824764864777362	12	75	354791	1-(1-naphthalenyloxy)-3-(propan-2-ylamino)-2-propanol
296	0.981089927103761	12	75	354796	1-(1-naphthalenyloxy)-3-(propan-2-ylamino)-2-propanol
297	0.8823473307017823	12	75	365593	1-Naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol
298	0.9689713039630382	12	75	369625	1-(1-naphthalenyloxy)-3-(propan-2-ylamino)-2-propanol
299	0.9824371608029273	12	75	371614	1-(1-naphthalenyloxy)-3-(propan-2-ylamino)-2-propanol
300	0.9586037292770725	12	75	399520	1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol
301	0.9712366634606265	11	75	404841	1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol
302	0.9539459362706937	6	75	412620	1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol
303	0.9919650918654926	12	75	417456	1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol
304	0.7708522648765102	12	75	417681	MoNA:4695 Dociton
305	0.9776268073853883	12	75	468077	PROPRANOLOL
306	0.9838605093589351	9	75	470004	PROPRANOLOL
307	0.9882282993187879	11	75	470396	PROPRANOLOL
308	0.9919650918654926	12	75	483541	Propranolol
309	0.9794621066494484	12	75	488215	propranolol - 40.0 eV
310	0.9783560846069089	12	75	488216	propranolol - 40.0 eV
311	0.9765395926152631	12	75	488217	propranolol - 40.0 eV
312	0.9846580846030205	12	75	488218	propranolol - 40.0 eV
313	0.9712871322279129	12	75	488219	propranolol - 40.0 eV
314	0.6680014066178779	12	75	488227	propranolol - 40.0 eV
315	0.9962525003373087	13	62	108011	syringetin-3-o-glucoside CollisionEnergy:102040
316	0.9643028560516094	13	62	119335	syringetin-3-o-glucoside CollisionEnergy:205060
317	0.9907893638892801	10	62	363621	Syrg-3-Gal
318	0.9906023813645632	13	62	363622	Syrg-3-Glc
319	0.9830498707522616	9	62	378653	Syringetin-3-O-glucoside
320	0.9567260067137141	10	62	378692	Syringetin-3-O-glucoside
321	0.9737474641637858	7	62	381125	Syringetin-3-O-glucoside
322	0.9831184308268452	9	62	382593	Syringetin-3-O-glucoside
323	0.9801176780398366	10	62	386310	Syringetin-3-O-glucoside
