rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
11	1	2	2	0.4138111180535026	-9.738879095809116	0.9934673366834171	17.903826427414177	C28H32O14	[M + CH2O2 - H]-	WWSNSDWQADMAJB	InChI=1S/C28H32O14/c1-11-20(30)23(33)25(35)27(40-11)39-10-18-22(32)24(34)26(36)28(42-18)41-14-7-16(29)19-17(8-14)38-9-15(21(19)31)12-3-5-13(37-2)6-4-12/h3-9,11,18,20,22-30,32-36H,10H2,1-2H3	Biochanin A 7-O-rutinoside	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC=C(C4=O)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O	-0.5	45782929;44257289;92341106;95224342;95224343;95224344;97952641;101428228;124903802;124903803;124903804;124903805	COCONUT:(CNP0416847);KNApSAcK:(10113);Natural Products:(UNPD72069);PubChem:(45782929 44257289 92341106 95224342 95224343 95224344 97952641 101428228 124903802 124903803 124903804 124903805);SuperNatural:(SN00040444 SN00312044 SN00036488 SN00040446 SN00040445);ZINC bio:(ZINC08662729 ZINC67911428 ZINC67911432 ZINC67911434);additional;Training Set;2304_LOTUS_DNP:(Isoflavones)	3727378	637.177978515625	132.931	70_20230404_LFX_OK_260_VGF136_F09_1_neg_70
12	1	2	2	0.38332607099207977	-93.88859130734824	0.9999999999999999	25.842500766592078	C31H50O7	[M - H]-	DILNVTMMBUYGSA	InChI=1S/C31H50O7/c1-25(2)10-12-31(24(37)38)13-11-28(5)20(30(31,7)23(25)36)9-8-19-26(3)14-18(34)22(35)27(4,16-32)21(26)17(33)15-29(19,28)6/h9,17-19,21-23,32-36H,8,10-16H2,1-7H3,(H,37,38)	null	CC1(CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2(C1O)C)C)C(=O)O)C	3.59724522	""	COCONUT:(CNP0183916)	2097152	533.3486938476562	263.379	146_20230404_LFX_OK_260_VGF136_F09_1_neg_146
13	1	4	4	0.35421886889615783	-182.28858965965975	0.9999999999999999	39.29558262886325	C40H60O11	[M - H4O2 - H]-	XJSRVKXLEZHOGP	InChI=1S/C40H60O11/c1-22(41)47-20-37(9)29-14-17-38(10)30(36(29,8)16-15-32(37)49-24(3)43)13-12-27-28-18-35(6,7)33(50-25(4)44)34(51-26(5)45)40(28,21-48-23(2)42)31(46)19-39(27,38)11/h12,28-34,46H,13-21H2,1-11H3	[(3S,4S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-3,9,10-triacetyloxy-8a-(acetyloxymethyl)-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-4-yl]methyl acetate	CC(=O)OCC1(C2CCC3(C(C2(CCC1OC(=O)C)C)CC=C4C3(CC(C5(C4CC(C(C5OC(=O)C)OC(=O)C)(C)C)COC(=O)C)O)C)C)C	5.69999981	21594244	COCONUT:(CNP0318418);Natural Products:(UNPD147121);PubChem:(21594244);SuperNatural:(SN00334343);2304_LOTUS_DNP:(Oleanane triterpenoids)	3178498	679.3851318359375	246.378	136_20230404_LFX_OK_260_VGF136_F09_1_neg_136
14	1	4	4	0.3522508840350966	-16.21434977044383	0.9999999999999999	77.2711168318916	C25H32O12	[M - H]-	GMQXOLRKJQWPNB	InChI=1S/C25H32O12/c1-3-15-16(10-19(28)34-9-8-13-4-6-14(27)7-5-13)17(23(32)33-2)12-35-24(15)37-25-22(31)21(30)20(29)18(11-26)36-25/h3-7,12,16,18,20-22,24-27,29-31H,8-11H2,1-2H3	ligstroside	CC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC=C(C=C3)O	-0.100000001	6442682;14136858;14136859;10392063;72727933;75492723;129120037	COCONUT:(CNP0217762);HMDB:(34751);KNApSAcK:(10785);Natural Products:(UNPD152336 UNPD222482 UNPD23174 UNPD53285 UNPD151557 UNPD43278 UNPD106575 UNPD165806);PubChem:(6442682 14136858 14136859 10392063 72727933 75492723 129120037);SuperNatural:(SN00302525 SN00244387 SN00391726 SN00163545 SN00393226 SN00367276);PubChem class - bio and metabolites;MeSH:(6442682 10392063 14136859 72727933 75492723);Training Set;PubMed;2304_LOTUS_DNP:(Secoiridoid monoterpenoids)	19972190	523.1822509765625	129.661	65_20230404_LFX_OK_260_VGF136_F09_1_neg_65
15	1	4	4	0.3144799856527286	-13.906752768160306	0.9999999999999999	17.75701820726823	C17H17NO3	[M - H]-	RXGUTQNKCXHALN	InChI=1S/C17H17NO3/c19-15-6-1-13(2-7-15)5-10-17(21)18-12-11-14-3-8-16(20)9-4-14/h1-10,19-20H,11-12H2,(H,18,21)	p-coumaroyltyramine	C1=CC(=CC=C1CCNC(=O)C=CC2=CC=C(C=C2)O)O	2.88729334	89322;5372945;13939145	HMDB:(39521);SuperNatural:(SN00002438);ZINC bio:(ZINC01662779);MeSH:(5372945);Plantcyc:(CPD-8943);PubMed;2304_LOTUS_DNP:(trans-N-p-coumaroyl tyramine);COCONUT:(CNP0182970);KNApSAcK:(27418);Natural Products:(UNPD41257 UNPD127539 UNPD213692);PubChem:(89322 5372945 13939145);CHEBI:(65665);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-8943)	20113534	282.1134948730469	116.53	51_20230404_LFX_OK_260_VGF136_F09_1_neg_51
16	1	1	2	0.2851571081108491	-153.8680098711206	0.9432160804020101	27.134174234176484	C19H37O6P	[M + Cl]-	WLYRJURLXSFXRK	InChI=1S/C19H37O6P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(20)23-16-18-17-24-26(21,22)25-18/h18H,2-17H2,1H3,(H,21,22)	16:0 cyclic LPA	CCCCCCCCCCCCCCCC(=O)OCC1COP(=O)(O1)O	6.0	9801940;24779563;100945477;124422688;138453947	COCONUT:(CNP0053676);HMDB:(7003);PubChem:(9801940 24779563 100945477 124422688 138453947);SuperNatural:(SN00216844);CHEBI:(143893)	3145770	427.20208740234375	291.269	167_20230404_LFX_OK_260_VGF136_F09_1_neg_167
17	1	3	3	0.2672031504669893	-19.843625927309855	0.9999999999999999	26.675780957635624	C12H22O6	[M - H]-	BQRISQXLSXCXSC	InChI=1S/C12H22O6/c13-8-10(14)9-18-12(17)7-5-3-1-2-4-6-11(15)16/h10,13-14H,1-9H2,(H,15,16)	null	C(CCCC(=O)O)CCCC(=O)OCC(CO)O	1.1241287	45783154;51694371;51694373	COCONUT:(CNP0245107 CNP0254850);PubChem:(45783154 51694371 51694373);SuperNatural:(SN00034248 SN00034247);ZINC bio:(ZINC35465469 ZINC35465472);additional;Training Set	3694594	261.1342468261719	101.074	40_20230404_LFX_OK_260_VGF136_F09_1_neg_40
18	1	2	2	0.2569080787385316	-122.24901397834958	0.9999999999999999	14.591758837804262	C39H56O7	[M - H2O - H]-	XKVJDMFZIZPEDG	InChI=1S/C39H56O7/c1-23-16-19-39(33(43)44)21-20-36(5)26(31(39)38(23,7)45)13-14-29-35(4)22-27(41)32(34(2,3)28(35)17-18-37(29,36)6)46-30(42)15-10-24-8-11-25(40)12-9-24/h8-12,15,23,26-29,31-32,40-41,45H,13-14,16-22H2,1-7H3,(H,43,44)	null	CC1CCC2(CCC3(C(C2C1(C)O)CCC4C3(CCC5C4(CC(C(C5(C)C)OC(=O)C=CC6=CC=C(C=C6)O)O)C)C)C)C(=O)O	7.42046499	""	COCONUT:(CNP0172047);Natural Products:(UNPD149570 UNPD38963);SuperNatural:(SN00289141 SN00385587);2304_LOTUS_DNP:(Ursane and Taraxastane triterpenoids)	3178496	617.384765625	318.844	186_20230404_LFX_OK_260_VGF136_F09_1_neg_186
19	1	1	1	0.25636933814828955	-241.06035552244524	0.9999999999999999	80.28849104075078	C17H30N6O4	[M - H]-	XZIAPLIBJVVIDB	InChI=1S/C17H30N6O4/c18-17(19)21-8-2-4-13(16(26)27)22-14(24)11-5-9-23(10-6-11)15(25)12-3-1-7-20-12/h11-13,20H,1-10H2,(H,22,24)(H,26,27)(H4,18,19,21)	null	C1CC(NC1)C(=O)N2CCC(CC2)C(=O)NC(CCCN=C(N)N)C(=O)O	-3.9000001	45490407	COCONUT:(CNP0299390);PubChem:(45490407);SuperNatural:(SN00074877);ZINC bio:(ZINC05376846)	3153922	381.2258605957031	299.352	175_20230404_LFX_OK_260_VGF136_F09_1_neg_175
20	1	1	1	0.24738319782153106	-108.04154718714251	0.9999999999999999	45.159593827933605	C36H36N2O8	[M - H]-	DROXVBRNXCRUHP	InChI=1S/C36H36N2O8/c1-44-30-21-25(8-13-29(30)41)34-33(36(43)38-18-16-23-5-11-27(40)12-6-23)28-19-24(20-31(45-2)35(28)46-34)7-14-32(42)37-17-15-22-3-9-26(39)10-4-22/h3-14,19-21,33-34,39-41H,15-18H2,1-2H3,(H,37,42)(H,38,43)	2-(4-hydroxy-3-methoxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]-5-[3-[2-(4-hydroxyphenyl)ethylamino]-3-oxoprop-1-enyl]-7-methoxy-2,3-dihydro-1-benzofuran-3-carboxamide	COC1=CC(=CC2=C1OC(C2C(=O)NCCC3=CC=C(C=C3)O)C4=CC(=C(C=C4)O)OC)C=CC(=O)NCCC5=CC=C(C=C5)O	4.9000001	338256;5322012;6440658;101262727;101372372;100916556;124511432;131875373	COCONUT:(CNP0189275);HMDB:(40370);KNApSAcK:(665);Natural Products:(UNPD16915 UNPD34350 UNPD37620 UNPD61909 UNPD226874 UNPD62393);PubChem:(338256 5322012 6440658 101262727 101372372 100916556 124511432 131875373);SuperNatural:(SN00262226 SN00300941 SN00168953 SN00248500 SN00291150);PubChem class - bio and metabolites;MeSH:(5322012 100916556);Training Set;PubMed;2304_LOTUS_DNP:(Linear diarylheptanoids)	19972190	623.2398681640625	168.064	84_20230404_LFX_OK_260_VGF136_F09_1_neg_84
21	1	4	4	0.24710601006665545	-47.30055196792552	0.9999999999999999	54.18207216184907	C37H46O16	[M - H]-	GUHMFMKZWKISLG	InChI=1S/C37H46O16/c1-45-24-9-17(5-7-22(24)40)30(41)28(13-38)51-36-26(47-3)11-19(12-27(36)48-4)35-21-16-49-34(20(21)15-50-35)18-6-8-23(25(10-18)46-2)52-37-33(44)32(43)31(42)29(14-39)53-37/h5-12,20-21,28-35,37-44H,13-16H2,1-4H3	null	COc1cc(C(O)C(CO)Oc2c(OC)cc(C3OCC4C(c5ccc(OC6OC(CO)C(O)C(O)C6O)c(OC)c5)OCC34)cc2OC)ccc1O	1.1555598063381074	""	""	0	745.2716674804688	118.128	53_20230404_LFX_OK_260_VGF136_F09_1_neg_53
22	1	1	1	0.23183059474057904	-26.219876036825433	0.9999999999999999	157.5095132313321	C18H28O4	[M - H]-	OXXJZDJLYSMGIQ	InChI=1S/C18H28O4/c1-2-15(19)12-10-14-11-13-17(20)16(14)8-6-4-3-5-7-9-18(21)22/h10-16,19H,2-9H2,1H3,(H,21,22)	Phytoprostane A1	CCC(C=CC1C=CC(=O)C1CCCCCCCC(=O)O)O	3.5	24978539;125181365;125181366;124630882;124630883;131839859;131839862	COCONUT:(CNP0385805);Training Set;PubChem:(24978539 125181365 125181366 124630882 124630883 131839859 131839862);2304_LOTUS_DNP:(Phytoprostanes);additional	2637826	307.19134521484375	191.723	103_20230404_LFX_OK_260_VGF136_F09_1_neg_103
23	1	1	1	0.22577897093217214	-183.91389602598417	0.9999999999999999	31.9571649419174	C21H36O9	[M - H]-	SPYAOTULQPJFGN	InChI=1S/C21H36O9/c1-9-5-11(28-18-17(26)16(25)15(24)12(8-22)29-18)14-10(9)6-21(27)13(23)7-20(14,4)30-19(21,2)3/h9-18,22-27H,5-8H2,1-4H3	null	CC1CC(C2C1CC3(C(CC2(OC3(C)C)C)O)O)OC4C(C(C(C(O4)CO)O)O)O	-1.0	10836484	COCONUT:(CNP0384437);Natural Products:(UNPD61137);PubChem:(10836484);SuperNatural:(SN00399149);2304_LOTUS_DNP:(Guaiane sesquiterpenoids)	3178498	431.2284240722656	174.859	88_20230404_LFX_OK_260_VGF136_F09_1_neg_88
24	1	4	4	0.21929858598573745	-143.9138377764847	0.9999999999999999	42.16228703615003	C19H34O10	[M - H4O2 - H]-	MUPQSGHACLOUTE	InChI=1S/C19H34O10/c1-3-5-6-7-11(4-2)28-17-15(23)14(22)13(21)12(29-17)8-26-18-16(24)19(25,9-20)10-27-18/h4,11-18,20-25H,2-3,5-10H2,1H3	null	CCCCCC(C=C)OC1C(C(C(C(O1)COC2C(C(CO2)(CO)O)O)O)O)O	-0.800000012	51136465;52325747;52325748	COCONUT:(CNP0269499);PubChem:(51136465 52325747 52325748);SuperNatural:(SN00039284 SN00039285);ZINC bio:(ZINC49600283 ZINC49600285);additional;Training Set;2304_LOTUS_DNP:(Fatty acyl glycosides of mono- and disaccharides)	3694594	385.18682861328125	135.517	71_20230404_LFX_OK_260_VGF136_F09_1_neg_71
25	1	1	1	0.21676364570502224	-104.3555502180772	0.9999999999999999	37.32452492105125	C12H18O4	[M - H]-	YVOCTABTPCVYNG	InChI=1S/C12H18O4/c1-9(10(2)8-12(15)16)6-4-3-5-7-11(13)14/h1-8H2,(H,13,14)(H,15,16)	null	C=C(CCCCCC(=O)O)C(=C)CC(=O)O	3.0	124202122	COCONUT:(CNP0084062);HMDB:(59729);PubChem:(124202122);CHEBI:(89935);2212_Arabidopsis_LOTUS:(Arabidopsis_compound_572);PubChem class - bio and metabolites;2304_LOTUS_DNP:(3 4-methylenesebacic acid)	18874410	225.11325073242188	136.664	73_20230404_LFX_OK_260_VGF136_F09_1_neg_73
26	2	1	2	0.2161961114238085	-431.84875795816373	0.08542713567839197	9.949258209867601	C17H29N2O5P	[M - H]-	MRUSUGVVWGNKFE	InChI=1S/C17H29N2O5P/c1-2-3-4-5-6-7-9-14-10-8-11-15(12-14)19-17(20)16(18)13-24-25(21,22)23/h8,10-12,16H,2-7,9,13,18H2,1H3,(H,19,20)(H2,21,22,23)	[(2R)-2-amino-2-[(3-octylphenyl)carbamoyl]ethoxy]phosphonic Acid	CCCCCCCCC1=CC(=CC=C1)NC(=O)C(COP(=O)(O)O)N	0.200000003	11588811;10133852;73021344;136212600	MeSH:(11588811);PubChem:(11588811 10133852 73021344 136212600);PubMed;CHEBI:(144948)	102	371.1737976074219	299.352	177_20230404_LFX_OK_260_VGF136_F09_1_neg_177
27	1	4	4	0.21609893646455663	-101.15173299558901	0.9999999999999999	14.578514699302456	C20H20O11	[M - H]-	UKSPRKDZNYSFRL	InChI=1S/C20H20O11/c21-8-4-11(24)14-13(5-8)30-18(7-1-2-9(22)10(23)3-7)19(16(14)27)31-20-17(28)15(26)12(25)6-29-20/h1-5,12,15,17-26,28H,6H2	Taxifolin 3-O-beta-D-xylopyranoside	C1C(C(C(C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	0.0	493319;5317364;10342967;21629836;21629837;21629838;22524222;24868366;24868443;72193666;72551436;72551441;72551444;75202406;101504843;101793314;100927068;124584028;124931058;124931059;124931060	COCONUT:(CNP0153923);KNApSAcK:(8694);Natural Products:(UNPD137746 UNPD7560 UNPD83244 UNPD18366 UNPD133419 UNPD219089 UNPD48481 UNPD106081 UNPD6995 UNPD75802 UNPD206466 UNPD140375);PubChem:(493319 5317364 10342967 21629836 21629837 21629838 22524222 24868366 24868443 72193666 72551436 72551441 72551444 75202406 101504843 101793314 100927068 124584028 124931058 124931059 124931060);SuperNatural:(SN00390143 SN00287468 SN00370840 SN00248692 SN00143645 SN00287246 SN00254311 SN00293055 SN00228882 SN00329022 SN00166104 SN00391349);CHEBI:(75739 75749 75748 75741 75746 75744 75743);Training Set;PubMed;2304_LOTUS_DNP:(Dihydroflavonols)	3194994	435.09295654296875	92.046	38_20230404_LFX_OK_260_VGF136_F09_1_neg_38
28	1	2	2	0.21010381377190315	-26.262226317780588	0.9999999999999999	38.8073333771867	C21H36O11	[M + CH2O2 - H]-	BVEVSYQMQABMQM	InChI=1S/C21H36O11/c1-19(2)9-4-12(20(19,3)5-10(9)23)32-17-15(26)14(25)13(24)11(31-17)6-29-18-16(27)21(28,7-22)8-30-18/h9-18,22-28H,4-8H2,1-3H3	(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[[(1R,2R,4R,5S)-2-hydroxy-4,7,7-trimethyl-5-bicyclo[2.2.1]heptanyl]oxy]oxane-3,4,5-triol	CC1(C2CC(C1(CC2O)C)OC3C(C(C(C(O3)COC4C(C(CO4)(CO)O)O)O)O)O)C	-2.0	10504323;11605087;51136374;124905021;124905022;124905023;124905024	COCONUT:(CNP0192219);Natural Products:(UNPD165382 UNPD168131 UNPD52982);PubChem:(10504323 11605087 51136374 124905021 124905022 124905023 124905024);SuperNatural:(SN00040972 SN00354435 SN00375399 SN00040973 SN00298396);ZINC bio:(ZINC67912802 ZINC67912804);additional;Training Set;2304_LOTUS_DNP:(Camphane monoterpenoids)	3727362	509.22393798828125	101.074	41_20230404_LFX_OK_260_VGF136_F09_1_neg_41
