id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
144_20230404_LFX_OK_260_VGF136_F09_1_neg_144	C18H36O5	[M - H2O - H]-	C18H34O4	Fatty acids	0.811618983745575	Octadecanoids	0.8159037828445435	Other Octadecanoids	0.8927805423736572	Long-chain fatty acids	0.9844714999198914	Long-chain fatty acids	0.9844714999198914	Fatty acids and conjugates	0.9973686933517456	Fatty Acyls	0.9974393844604492	Lipids and lipid-like molecules	0.9982293248176575	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
144_20230404_LFX_OK_260_VGF136_F09_1_neg_144	C18H38O6	[M - H4O2 - H]-	C18H34O4	Fatty acids	0.811618983745575	Octadecanoids	0.8159037828445435	Other Octadecanoids	0.8927805423736572	Long-chain fatty acids	0.9844714999198914	Long-chain fatty acids	0.9844714999198914	Fatty acids and conjugates	0.9973686933517456	Fatty Acyls	0.9974393844604492	Lipids and lipid-like molecules	0.9982293248176575	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
144_20230404_LFX_OK_260_VGF136_F09_1_neg_144	C17H32O2	[M + CH2O2 - H]-	C18H34O4	Fatty acids	0.811618983745575	Octadecanoids	0.8159037828445435	Other Octadecanoids	0.8927805423736572	Long-chain fatty acids	0.9844714999198914	Long-chain fatty acids	0.9844714999198914	Fatty acids and conjugates	0.9973686933517456	Fatty Acyls	0.9974393844604492	Lipids and lipid-like molecules	0.9982293248176575	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
144_20230404_LFX_OK_260_VGF136_F09_1_neg_144	C18H34O4	[M - H]-	C18H34O4	Fatty acids	0.811618983745575	Octadecanoids	0.8159037828445435	Other Octadecanoids	0.8927805423736572	Long-chain fatty acids	0.9844714999198914	Long-chain fatty acids	0.9844714999198914	Fatty acids and conjugates	0.9973686933517456	Fatty Acyls	0.9974393844604492	Lipids and lipid-like molecules	0.9982293248176575	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
29_20230404_LFX_OK_260_VGF136_F09_1_neg_29	C27H38O14	[M - H]-	C27H38O14	Shikimates and Phenylpropanoids	0.9377778172492981	Lignans	0.9666460156440735	Furanoid lignans	0.47225892543792725	Lignan glycosides	0.9809498190879822					Lignan glycosides	0.9809498190879822	Lignans, neolignans and related compounds	0.9511895179748535	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Primary alcohols; Organooxygen compounds; Lignans, neolignans and related compounds; Hexoses; Lignan glycosides; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
29_20230404_LFX_OK_260_VGF136_F09_1_neg_29	C26H36O12	[M + CH2O2 - H]-	C27H38O14	Shikimates and Phenylpropanoids	0.9377778172492981	Lignans	0.9666460156440735	Furanoid lignans	0.47225892543792725	Lignan glycosides	0.9809498190879822					Lignan glycosides	0.9809498190879822	Lignans, neolignans and related compounds	0.9511895179748535	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Lignans, neolignans and related compounds; Hexoses; Lignan glycosides; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Furanoid lignans; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
92_20230404_LFX_OK_260_VGF136_F09_1_neg_92	C18H34O6	[M - H4O2 - H]-	C18H30O4	Fatty acids	0.9093368649482727	Octadecanoids	0.9536883234977722	Other Octadecanoids	0.9715795516967773	Long-chain fatty acids	0.9899791479110718	Long-chain fatty acids	0.9899791479110718	Fatty acids and conjugates	0.9995183944702148	Fatty Acyls	0.9986781477928162	Lipids and lipid-like molecules	0.9990391731262207	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
92_20230404_LFX_OK_260_VGF136_F09_1_neg_92	C18H32O5	[M - H2O - H]-	C18H30O4	Fatty acids	0.9093368649482727	Octadecanoids	0.9536883234977722	Other Octadecanoids	0.9715795516967773	Lineolic acids and derivatives	0.7988285422325134			Lineolic acids and derivatives	0.7988285422325134	Fatty Acyls	0.9986781477928162	Lipids and lipid-like molecules	0.9990391731262207	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
181_20230404_LFX_OK_260_VGF136_F09_1_neg_181	C18H36O3	[M - H]-	C18H36O3	Fatty acids	0.7812252640724182	Fatty Acids and Conjugates	0.6679074168205261	Hydroxy fatty acids	0.8155061602592468	Long-chain fatty acids	0.8853272199630737	Long-chain fatty acids	0.8853272199630737	Fatty acids and conjugates	0.9908369779586792	Fatty Acyls	0.9971672892570496	Lipids and lipid-like molecules	0.9981768131256104	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
181_20230404_LFX_OK_260_VGF136_F09_1_neg_181	C18H38O4	[M - H2O - H]-	C18H36O3	Fatty acids	0.7812252640724182	Fatty Acids and Conjugates	0.6679074168205261	Hydroxy fatty acids	0.8155061602592468	Hydroxy fatty acids	0.9725220799446106	Hydroxy fatty acids	0.9725220799446106	Fatty acids and conjugates	0.9908369779586792	Fatty Acyls	0.9971672892570496	Lipids and lipid-like molecules	0.9981768131256104	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
181_20230404_LFX_OK_260_VGF136_F09_1_neg_181	C18H40O5	[M - H4O2 - H]-	C18H36O3	Fatty acids	0.7812252640724182	Fatty Acids and Conjugates	0.6679074168205261	Hydroxy fatty acids	0.8155061602592468	Long-chain fatty acids	0.8853272199630737	Long-chain fatty acids	0.8853272199630737	Fatty acids and conjugates	0.9908369779586792	Fatty Acyls	0.9971672892570496	Lipids and lipid-like molecules	0.9981768131256104	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
216_20230404_LFX_OK_260_VGF136_F09_1_neg_216	C36H64O10	[M - H]-	C36H64O10	Polyketides	0.6102682948112488	Polyethers	0.5376896262168884	Polyether ionophores	0.2792665958404541	Fatty acid esters	0.7990595102310181			Fatty acid esters	0.7990595102310181	Fatty Acyls	0.8437646627426147	Lipids and lipid-like molecules	0.8839597105979919	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; Chemical entities
171_20230404_LFX_OK_260_VGF136_F09_1_neg_171	C18H34O4	[M - H]-	C18H34O4	Fatty acids	0.9134682416915894	Octadecanoids	0.9298810958862305	Other Octadecanoids	0.9570630788803101	Lineolic acids and derivatives	0.5190836787223816			Lineolic acids and derivatives	0.5190836787223816	Fatty Acyls	0.9987542629241943	Lipids and lipid-like molecules	0.9992411136627197	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
146_20230404_LFX_OK_260_VGF136_F09_1_neg_146	C31H54O9	[M - H4O2 - H]-	C31H50O7	Terpenoids	0.9653456807136536	Triterpenoids	0.9887920022010803	Oleanane triterpenoids	0.6950376033782959	Triterpenoids	0.988257110118866			Triterpenoids	0.988257110118866	Prenol lipids	0.9910111427307129	Lipids and lipid-like molecules	0.9820755124092102	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Polyols; 12-hydroxysteroids; 12-beta-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
146_20230404_LFX_OK_260_VGF136_F09_1_neg_146	C31H52O8	[M - H2O - H]-	C31H50O7	Terpenoids	0.9653456807136536	Triterpenoids	0.9887920022010803	Oleanane triterpenoids	0.6950376033782959	Triterpenoids	0.988257110118866			Triterpenoids	0.988257110118866	Prenol lipids	0.9910111427307129	Lipids and lipid-like molecules	0.9820755124092102	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Polyols; 12-hydroxysteroids; 12-beta-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
228_20230404_LFX_OK_260_VGF136_F09_1_neg_228	C3H4N4O8P2S6	[M - H]-	C3H4N4O8P2S6	Amino acids and Peptides	0.665054202079773	Small peptides	0.7178651094436646	Aminoacids	0.6674751043319702	Sulfenyl compounds	0.7248250842094421					Sulfenyl compounds	0.7248250842094421	Organosulfur compounds	0.9495930075645447	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
135_20230404_LFX_OK_260_VGF136_F09_1_neg_135	C29H50O6	[M - H4O2 - H]-	C29H46O4	Terpenoids	0.9205111265182495	Triterpenoids	0.8167449831962585	Lanostane, Tirucallane and Euphane triterpenoids	0.6726986765861511	Triterpenoids	0.8126991391181946			Triterpenoids	0.8126991391181946	Prenol lipids	0.7573287487030029	Lipids and lipid-like molecules	0.9942160248756409	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Triterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; 7-hydroxysteroids; Steroid acids; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities
135_20230404_LFX_OK_260_VGF136_F09_1_neg_135	C29H48O5	[M - H2O - H]-	C29H46O4	Terpenoids	0.9205111265182495	Triterpenoids	0.8167449831962585	Lanostane, Tirucallane and Euphane triterpenoids	0.6726986765861511	Triterpenoids	0.8126991391181946			Triterpenoids	0.8126991391181946	Prenol lipids	0.7573287487030029	Lipids and lipid-like molecules	0.9942160248756409	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Triterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; Steroid acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
