rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
11	1	1	1	0.3846344682744202	-83.65605039597779	0.9999999999999999	127.29143675177714	C18H28O5	[M - H]-	ODCZJZWSXPVLAW	InChI=1S/C18H28O5/c1-12(8-13(2)9-14(3)10-17(20)21)6-4-5-7-16-15(11-19)18(22)23-16/h9-10,12,15-16,19H,4-8,11H2,1-3H3,(H,20,21)	Hymeglusin	CC(CCCCC1C(C(=O)O1)CO)CC(=CC(=CC(=O)O)C)C	4.5999999	160173;6440895;10471501;54144091	COCONUT:(CNP0233435);Natural Products:(UNPD79541 UNPD112363 UNPD213921 UNPD198835 UNPD164109);PubChem:(160173 6440895 10471501 54144091);SuperNatural:(SN00309435 SN00239952 SN00225763);additional;MeSH:(6440895);PubChem class - safety and toxic;Training Set;PubMed;2304_LOTUS_DNP:(Antibiotic 1233A)	70828102	323.1863098144531	164.053	102_20230404_LFX_OK_226_VGF136_C08_1_neg_102
12	1	1	1	0.38178234459622257	-139.25052951118587	0.9999999999999999	18.614001851304486	C33H57NO3	[M - H]-	MCKLJXHYBOGJSU	InChI=1S/C33H57NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-29-32(35)34-31-28-26-25-27-30(31)33(36)37/h25-28H,2-24,29H2,1H3,(H,34,35)(H,36,37)	null	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC1=CC=CC=C1C(=O)O	11.7191133	123304158	COCONUT:(CNP0247077);Natural Products:(UNPD218858);PubChem:(123304158);PubMed	2129986	514.4265747070312	440.467	212_20230404_LFX_OK_226_VGF136_C08_1_neg_212
13	1	1	1	0.36074887102157804	-126.03982786814797	0.9999999999999999	55.90382923051694	C27H36O14	[M - H]-	IAXYZHODIUFGKB	InChI=1S/C27H36O14/c1-4-12-13(5-6-28)15(10-38-26(12)41-27-22(32)21(31)20(30)18(8-29)40-27)24(34)39-17-7-14-16(23(33)36-3)9-37-25(35)19(14)11(17)2/h4,6,9-14,17-22,25-27,29-32,35H,1,5,7-8H2,2-3H3	null	CC1C(CC2C1C(OC=C2C(=O)OC)O)OC(=O)C3=COC(C(C3CC=O)C=C)OC4C(C(C(C(O4)CO)O)O)O	-1.0	10371074;101967018	COCONUT:(CNP0085870);KNApSAcK:(10776);PubChem:(10371074 101967018);2304_LOTUS_DNP:(Iridoids monoterpenoids)	2097170	583.2028198242188	123.782	51_20230404_LFX_OK_226_VGF136_C08_1_neg_51
14	2	4	4	0.35564714897988137	-236.54468057494825	0.9391959798994975	90.86949443542115	C36H36N2O9	[M - H]-	UBINQRYXHNHCBT	InChI=1S/C36H36N2O9/c1-46-29-19-23-17-26(35(44)37-15-13-20-3-8-24(39)9-4-20)32(36(45)38-16-14-21-5-10-25(40)11-6-21)30(31(23)34(47-2)33(29)43)22-7-12-27(41)28(42)18-22/h3-12,17-19,30,32,39-43H,13-16H2,1-2H3,(H,37,44)(H,38,45)	null	COC1=C(C(=C2C(C(C(=CC2=C1)C(=O)NCCC3=CC=C(C=C3)O)C(=O)NCCC4=CC=C(C=C4)O)C5=CC(=C(C=C5)O)O)OC)O	4.5	71719510;101938451	COCONUT:(CNP0230651);Natural Products:(UNPD51898);PubChem:(71719510 101938451);SuperNatural:(SN00240859);PubMed;2304_LOTUS_DNP:(Arylnaphthalene and aryltetralin lignans)	3178562	639.2353515625	146.363	78_20230404_LFX_OK_226_VGF136_C08_1_neg_78
15	2	4	4	N/A	-351.7674126774156	0.9391959798994975	84.15597959200355	C35H34N2O7	[M + CH2O2 - H]-	HJKAMHCROYZVKL	InChI=1S/C35H34N2O7/c1-41-30-9-4-20(14-27-25-18-28(38)31(42-2)16-22(25)10-12-36-27)15-33(30)44-24-7-5-21(6-8-24)35(40)34-26-19-29(39)32(43-3)17-23(26)11-13-37-34/h4-9,15-19,27,36,38-39H,10-14H2,1-3H3	null	COC1=C(C=C(C=C1)CC2C3=CC(=C(C=C3CCN2)OC)O)OC4=CC=C(C=C4)C(=O)C5=NCCC6=CC(=C(C=C65)O)OC	6.20663404	""	COCONUT:(CNP0150174 CNP0275145);Natural Products:(UNPD181476);SuperNatural:(SN00178036);2304_LOTUS_DNP:(Isoquinoline alkaloids)	3178496	639.2353515625	146.363	78_20230404_LFX_OK_226_VGF136_C08_1_neg_78
16	2	4	4	N/A	-567.1119452251048	0.9391959798994975	90.86949443542113	C36H38N2O10	[M - H2O - H]-	DDOQFUNRIJWKDH	InChI=1S/C36H38N2O10/c1-42-27-12-35-11-21(33(41)37(35)6-4-17-7-23-24(45-15-44-23)8-18(17)29(35)31(27)39)22-3-5-34-14-36(43-2)32(40)30(34)20-10-26-25(46-16-47-26)9-19(20)28(48-36)13-38(22)34/h7-10,12,21-22,28-32,39-40H,3-6,11,13-16H2,1-2H3	null	COC1=CC23CC(C(=O)N2CCC4=CC5=C(C=C4C3C1O)OCO5)C6CCC78N6CC9C1=CC2=C(C=C1C7C(C(C8)(O9)OC)O)OCO2	2.40241718	""	COCONUT:(CNP0151803);Natural Products:(UNPD221243);2304_LOTUS_DNP:(Cephalotaxus alkaloids)	2129920	639.2353515625	146.363	78_20230404_LFX_OK_226_VGF136_C08_1_neg_78
17	2	4	4	N/A	-794.2337497091662	0.9391959798994975	90.86949443542113	C36H40N2O11	[M - H4O2 - H]-	ZATPHMBOGMQGLL	InChI=1S/C36H40N2O11/c1-17(2)8-10-20-16-21(11-14-24(20)39)32(42)38-26-27(40)22-12-15-25(19(4)29(22)47-34(26)44)46-35-28(41)30(31(45-7)36(5,6)49-35)48-33(43)23-13-9-18(3)37-23/h8-9,11-16,28,30-31,35,37,39-41H,10H2,1-7H3,(H,38,42)	null	CC1=CC=C(N1)C(=O)OC2C(C(OC(C2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CC(=C(C=C5)O)CC=C(C)C)O)C)O	5.0999999	90659148;90659149	MeSH:(90659148);PubChem:(90659148 90659149);PubMed;Biocyc:(CPD-15510);2304_LOTUS_DNP	2118	639.2353515625	146.363	78_20230404_LFX_OK_226_VGF136_C08_1_neg_78
18	1	4	4	0.35016535064475557	-194.5350465371231	0.9999999999999999	61.470494971915	C29H40O14	[M - H]-	PSOPYBVTTDZHEC	InChI=1S/C29H40O14/c1-23-10-26(36)13(16(23)32)17(33)29-11(25(26,3)15(23)14(31)19(35)38-4)7-8-24(2)21(41-12(30)9-27(24,29)43-29)28(37)18(34)20(39-5)42-22(28)40-6/h11,13-16,18,20-22,31-32,34,36-37H,7-10H2,1-6H3	null	COC(=O)C(O)C1C2(C)CC3(O)C(C(=O)C45OC46CC(=O)OC(C4(O)C(OC)OC(OC)C4O)C6(C)CCC5C13C)C2O	-1.8687729584809414	""	""	0	611.2344970703125	132.193	61_20230404_LFX_OK_226_VGF136_C08_1_neg_61
19	1	4	4	N/A	-228.2558425810687	0.9999999999999999	61.470494971914995	C28H38O12	[M + CH2O2 - H]-	UKVUSKLIIOMDHJ	InChI=1S/C28H38O12/c1-13-8-9-21(37-16(4)30)27(7)22(38-17(5)31)11-20(33)19(12-36-15(3)29)10-23-28(35,14(2)26(34)40-23)25(24(13)27)39-18(6)32/h8,10,14,20-25,33,35H,9,11-12H2,1-7H3	null	CC1C(=O)OC2C1(C(C3C(=CCC(C3(C(CC(C(=C2)COC(=O)C)O)OC(=O)C)C)OC(=O)C)C)OC(=O)C)O	0.200000003	101446677	COCONUT:(CNP0226727);KNApSAcK:(30912);Natural Products:(UNPD97825);PubChem:(101446677);SuperNatural:(SN00255131);2304_LOTUS_DNP:(Briarane diterpenoids)	3178514	611.2344970703125	132.193	61_20230404_LFX_OK_226_VGF136_C08_1_neg_61
20	1	4	4	N/A	-328.96534413030525	0.9999999999999999	61.470494971915016	C29H44O16	[M - H4O2 - H]-	ABESPQSQOFAXBQ	InChI=1S/C29H44O16/c1-11(2)5-19(33)44-27-20-15(6-17(32)16(20)10-39-13(4)31)14(8-40-27)9-41-29-26(24(37)22(35)18(7-30)43-29)45-28-25(38)23(36)21(34)12(3)42-28/h8,11-12,15-18,20-23,25-30,32,34-36,38H,5-7,9-10H2,1-4H3	null	CC1C(C(C(C(O1)OC2C(OC(C(C2=O)O)CO)OCC3=COC(C4C3CC(C4COC(=O)C)O)OC(=O)CC(C)C)O)O)O	-1.79999995	44557019	COCONUT:(CNP0285338);Natural Products:(UNPD160010);PubChem:(44557019);SuperNatural:(SN00277494);2304_LOTUS_DNP:(Iridoids monoterpenoids)	3178498	611.2344970703125	132.193	61_20230404_LFX_OK_226_VGF136_C08_1_neg_61
21	1	4	4	N/A	-358.03289795547715	0.9999999999999999	61.470494971915016	C29H42O15	[M - H2O - H]-	OLQSEMGEQKAMCH	InChI=1S/C29H42O15/c1-6-13-14(8-20(37-3)38-4)16(11-41-28(13)44-29-24(33)23(32)22(31)19(9-30)43-29)26(35)42-18-7-15-17(25(34)39-5)10-40-27(36)21(15)12(18)2/h6,10-15,18-24,27-33,36H,1,7-9H2,2-5H3	null	CC1C(CC2C1C(OC=C2C(=O)OC)O)OC(=O)C3=COC(C(C3CC(OC)OC)C=C)OC4C(C(C(C(O4)CO)O)O)O	-0.200000003	122228280	PubChem:(122228280);2304_LOTUS_DNP	2	611.2344970703125	132.193	61_20230404_LFX_OK_226_VGF136_C08_1_neg_61
22	1	4	4	0.34279780516120717	-4.535658504104966	0.9999999999999999	43.80125571451886	C12H20O5	[M - H2O - H]-	HHXMOTDTSDYYEI	InChI=1S/C12H20O5/c13-10(8-9-12(16)17)6-4-2-1-3-5-7-11(14)15/h1-9H2,(H,14,15)(H,16,17)	4-Oxododecanedioic acid	C(CCCC(=O)CCC(=O)O)CCCC(=O)O	1.10000002	13213508	COCONUT:(CNP0028737 CNP0151133);Natural Products:(UNPD16991);PubChem:(13213508);SuperNatural:(SN00034246);ZINC bio:(ZINC35465466);additional;Training Set;2304_LOTUS_DNP:(4-oxododecanedioic acid)	3727362	225.1132354736328	137.257	72_20230404_LFX_OK_226_VGF136_C08_1_neg_72
23	1	4	4	N/A	-104.75150552025028	0.9999999999999999	43.801255714518845	C12H18O4	[M - H]-	YVOCTABTPCVYNG	InChI=1S/C12H18O4/c1-9(10(2)8-12(15)16)6-4-3-5-7-11(13)14/h1-8H2,(H,13,14)(H,15,16)	null	C=C(CCCCCC(=O)O)C(=C)CC(=O)O	3.0	124202122	COCONUT:(CNP0084062);HMDB:(59729);PubChem:(124202122);CHEBI:(89935);2212_Arabidopsis_LOTUS:(Arabidopsis_compound_572);PubChem class - bio and metabolites;2304_LOTUS_DNP:(3 4-methylenesebacic acid)	18874410	225.1132354736328	137.257	72_20230404_LFX_OK_226_VGF136_C08_1_neg_72
24	1	4	4	N/A	-105.13217940842159	0.9999999999999999	43.80125571451886	C12H22O6	[M - H4O2 - H]-	OPPXDBWFRYVXHW	InChI=1S/C12H22O6/c13-8-2-1-3-9(14)4-5-10(15)6-7-11(16)12(17)18/h9-10,13-15H,1-8H2,(H,17,18)	2-oxo-5,8,12-trihydroxy-dodecanoic acid	C(CCO)CC(CCC(CCC(=O)C(=O)O)O)O	-0.200000003	73242171	COCONUT:(CNP0003332);HMDB:(31897);PubChem:(73242171);PubChem class - bio and metabolites	18874378	225.1132354736328	137.257	72_20230404_LFX_OK_226_VGF136_C08_1_neg_72
25	1	4	4	N/A	-125.79558426535624	0.9999999999999999	30.882142165109855	C11H16O2	[M + CH2O2 - H]-	DLNQRJFVXCCDKL	InChI=1S/C11H16O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h5-10H,3-4H2,1-2H3	formyl 2E,4E,6Z-decatrienoate	CCCC=CC=CC=CC(=O)OC	3.20000005	12180841;12180842;12180843;12180846;12180847;11052245;11745232;11469433;57131946	COCONUT:(CNP0248466);Natural Products:(UNPD165612 UNPD23744 UNPD114213);PubChem:(12180841 12180842 12180843 12180846 12180847 11052245 11745232 11469433 57131946);SuperNatural:(SN00261988 SN00396230);CHEBI:(137713);ZINC bio:(ZINC13433782);PubMed;2304_LOTUS_DNP:(methyl (2E 4E)-deca-2 4 6-trienoate)	3186786	225.1132354736328	137.257	72_20230404_LFX_OK_226_VGF136_C08_1_neg_72
26	1	1	1	0.3418957160046773	-119.87396803224229	0.9999999999999999	62.80899165223562	C18H28O5	[M - H]-	ODCZJZWSXPVLAW	InChI=1S/C18H28O5/c1-12(8-13(2)9-14(3)10-17(20)21)6-4-5-7-16-15(11-19)18(22)23-16/h9-10,12,15-16,19H,4-8,11H2,1-3H3,(H,20,21)	Hymeglusin	CC(CCCCC1C(C(=O)O1)CO)CC(=CC(=CC(=O)O)C)C	4.5999999	160173;6440895;10471501;54144091	COCONUT:(CNP0233435);Natural Products:(UNPD79541 UNPD112363 UNPD213921 UNPD198835 UNPD164109);PubChem:(160173 6440895 10471501 54144091);SuperNatural:(SN00309435 SN00239952 SN00225763);additional;MeSH:(6440895);PubChem class - safety and toxic;Training Set;PubMed;2304_LOTUS_DNP:(Antibiotic 1233A)	70828102	323.1863098144531	191.993	133_20230404_LFX_OK_226_VGF136_C08_1_neg_133
27	1	3	4	0.3131053319892513	-105.12854665057564	0.9999999999999999	144.31891235298372	C26H30O10	[M - H]-	WJANVVGCUPXSCW	InChI=1S/C26H30O10/c1-22(2)17-16(29)18(30)23(3)12(25(17)10-33-15(28)8-14(25)35-22)7-13(27)24(4)19(11-5-6-32-9-11)34-21(31)20-26(23,24)36-20/h5-6,9,12-14,17-20,27,30H,7-8,10H2,1-4H3	null	CC1(C2C(=O)C(C3(C(C24COC(=O)CC4O1)CC(C5(C36C(O6)C(=O)OC5C7=COC=C7)C)O)C)O)C	0.100000001	5317834	COCONUT:(CNP0223734);Natural Products:(UNPD140282 UNPD182480);PubChem:(5317834);SuperNatural:(SN00162746 SN00269067 SN00402177);2304_LOTUS_DNP:(Limonoids);KEGG Mine	8593113090	501.17633056640625	132.193	60_20230404_LFX_OK_226_VGF136_C08_1_neg_60
28	1	3	4	N/A	-160.17565647934455	0.9999999999999999	144.3189123529837	C26H32O11	[M - H2O - H]-	GNHQKMSKORXBRT	InChI=1S/C26H32O11/c1-22(2,33)13-8-14(27)24(4)12(25(13)10-34-16(29)9-15(25)28)5-6-23(3)18(11-7-17(30)35-20(11)31)36-21(32)19-26(23,24)37-19/h7,12-13,15,17-19,28,30,33H,5-6,8-10H2,1-4H3	ichanexic acid	CC12CCC3C(C14C(O4)C(=O)OC2C5=CC(OC5=O)O)(C(=O)CC(C36COC(=O)CC6O)C(C)(C)O)C	-0.5	25022667;44586193	COCONUT:(CNP0271991);Natural Products:(UNPD89031);PubChem:(25022667 44586193);SuperNatural:(SN00162933 SN00162296);PubMed;2304_LOTUS_DNP:(Limonoids)	3178562	501.17633056640625	132.193	60_20230404_LFX_OK_226_VGF136_C08_1_neg_60
29	1	3	4	N/A	-197.43697362374027	0.9999999999999999	144.3189123529837	C26H34O12	[M - H4O2 - H]-	GCXIISSOWSXMCD	InChI=1S/C26H34O12/c1-24-8-13(11-5-6-34-10-11)35-21(31)12(24)7-17-25(2)15(24)3-4-16(26(25,33)23(32)38-17)37-22-20(30)19(29)18(28)14(9-27)36-22/h5-6,10,12-20,22,27-30,33H,3-4,7-9H2,1-2H3	borapetoside A	CC12CC(OC(=O)C1CC3C4(C2CCC(C4(C(=O)O3)O)OC5C(C(C(C(O5)CO)O)O)O)C)C6=COC=C6	-0.300000012	14671115;21636215	COCONUT:(CNP0217274);Natural Products:(UNPD148843 UNPD38942 UNPD222985);PubChem:(14671115 21636215);SuperNatural:(SN00298750 SN00277112);MeSH:(21636215);PubMed;2304_LOTUS_DNP:(Colensane and Clerodane diterpenoids)	3178566	501.17633056640625	132.193	60_20230404_LFX_OK_226_VGF136_C08_1_neg_60
30	1	4	4	0.30388241940963784	-1.0495920148324007	0.9999999999999999	32.00757542188897	C15H14O6	[M - H]-	PFTAWBLQPZVEMU	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	Catergen	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	1.47232497	1203;9064;72276;73160;182232;255538;10517669;12015783;12309507;12309508;12309509;11087562;44224836;49787818;49787895;66995311;71310842;71310843;71314581;86271441;86271442;86271443;118886880;118886881;118886882;118886930;131871365	HMDB:(1871 2780 37953 37954 127721);SuperNatural:(SN00001082 SN00001083 SN00001085 SN00001084);ZINC bio:(ZINC00119978 ZINC00119983 ZINC00119985 ZINC00119988);2212_Arabidopsis_LOTUS:(Arabidopsis_compound_635);additional;MeSH:(9064 72276);Plantcyc:(CPD-1961 CPD-7630);PubMed;2304_LOTUS_DNP:((+)-catechol);NORMAN:(NS00004541);COCONUT:(CNP0293352);KNApSAcK:(947);Natural Products:(UNPD107895 UNPD80387 UNPD57689 UNPD108574);PubChem:(1203 9064 72276 73160 182232 255538 10517669 12015783 12309507 12309508 12309509 11087562 44224836 49787818 49787895 66995311 71310842 71310843 71314581 86271441 86271442 86271443 118886880 118886881 118886882 118886930 131871365);CHEBI:(90 23053 76125 33992 15600);PubChem class - bio and metabolites;KEGG:(C14079 C09728 C06562 C17590 C09727);PubChem class - safety and toxic;YMDB:(1653);Training Set;PubChem class - drug;Biocyc:(CPD-19100 CPD-1961 CPD-7630 CPD-19097)	121629054	289.0716552734375	55.77	18_20230404_LFX_OK_226_VGF136_C08_1_neg_18
31	1	4	4	N/A	-68.9938526023285	0.9999999999999999	32.00757542188897	C14H12O4	[M + CH2O2 - H]-	PDHAOJSHSJQANO	InChI=1S/C14H12O4/c15-11-4-3-10(14(18)8-11)2-1-9-5-12(16)7-13(17)6-9/h1-8,15-18H	Puag-haad	C1=CC(=C(C=C1O)O)C=CC2=CC(=CC(=C2)O)O	2.79999995	73197;5281717;92272165	HMDB:(128505);SuperNatural:(SN00157522 SN00001840);ZINC bio:(ZINC00899161);additional;MeSH:(73197 5281717);PubMed;2304_LOTUS_DNP:(Monomeric stilbenes);COCONUT:(CNP0120440);KNApSAcK:(2893);Natural Products:(UNPD223246 UNPD33660);PubChem:(73197 5281717 92272165);YMDB Mine;CHEBI:(7870);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C10273);PubChem class - safety and toxic;Training Set;PubChem class - drug	51660775806	289.0716552734375	55.77	18_20230404_LFX_OK_226_VGF136_C08_1_neg_18
